"Chae"	"Fish"	497.8125000000000000	503.7500000000000000
"Mia"	"Ice"	631.1500000000000000	532.0000000000000000
"Emily"	"Ham"	440.5483870967741935	339.1250000000000000
"Sam"	"Jelly"	566.2258064516129032	441.8000000000000000
"Chae"	"Dates"	566.9000000000000000	468.4444444444444444
"Claire"	"Jelly"	506.5161290322580645	449.0000000000000000
"Emily"	"Grapes"	564.2500000000000000	581.1111111111111111
"Boo"	"Grapes"	444.3214285714285714	544.1111111111111111
"Wally"	"Grapes"	516.6400000000000000	526.5714285714285714
"Mia"	"Jelly"	584.8709677419354839	549.8461538461538462
"Dan"	"Eggs"	518.0000000000000000	464.7272727272727273
"Emily"	"Apple"	492.7567567567567568	290.1111111111111111
"Sam"	"Dates"	485.9687500000000000	449.5555555555555556
"Boo"	"Dates"	370.3076923076923077	291.5000000000000000
"Wally"	"Butter"	417.5333333333333333	339.2000000000000000
"Helen"	"Dates"	469.6153846153846154	409.9000000000000000
"Boo"	"Cherry"	453.2187500000000000	452.0000000000000000
"Wally"	"Dates"	417.0416666666666667	459.6250000000000000
"Wally"	"Eggs"	474.4545454545454545	496.7500000000000000
"Sam"	"Ice"	545.4074074074074074	592.3076923076923077
"Dan"	"Ham"	501.3157894736842105	699.3333333333333333
"Emily"	"Jelly"	424.2000000000000000	385.7777777777777778
"Boo"	"Eggs"	447.3870967741935484	481.6666666666666667
"Dan"	"Fish"	532.8095238095238095	571.9000000000000000
"Boo"	"Jelly"	479.5161290322580645	549.0000000000000000
"Helen"	"Butter"	512.8400000000000000	363.8750000000000000
"Claire"	"Fish"	512.6071428571428571	706.2222222222222222
"Sam"	"Grapes"	429.4444444444444444	488.5000000000000000
"Dan"	"Butter"	547.8064516129032258	463.0909090909090909
"Mia"	"Dates"	417.2500000000000000	478.4000000000000000
"Claire"	"Butter"	554.6315789473684211	405.3636363636363636
"Wally"	"Apple"	517.2142857142857143	692.6250000000000000
"Chae"	"Ice"	536.6086956521739130	494.1333333333333333
"Dan"	"Ice"	531.6774193548387097	549.0000000000000000
"Dan"	"Cherry"	465.2800000000000000	518.0000000000000000
"Helen"	"Eggs"	505.9032258064516129	490.5454545454545455
"Chae"	"Cherry"	496.4285714285714286	574.4285714285714286
"Claire"	"Dates"	452.9354838709677419	617.2222222222222222
"Dan"	"Jelly"	557.3928571428571429	512.7500000000000000
"Chae"	"Ham"	507.1600000000000000	401.1111111111111111
"Emily"	"Dates"	491.6250000000000000	563.6000000000000000
"Mia"	"Butter"	533.6176470588235294	409.1428571428571429
"Sam"	"Butter"	622.5600000000000000	514.3636363636363636
"Wally"	"Fish"	451.1481481481481481	572.8750000000000000
"Emily"	"Butter"	587.6129032258064516	610.8888888888888889
"Claire"	"Ham"	418.4062500000000000	633.5555555555555556
"Dan"	"Apple"	496.3666666666666667	478.4444444444444444
"Chae"	"Eggs"	547.9310344827586207	479.6363636363636364
"Boo"	"Ice"	430.0000000000000000	441.5000000000000000
"Mia"	"Eggs"	555.7096774193548387	653.6666666666666667
"Dan"	"Dates"	472.7812500000000000	542.8888888888888889
"Mia"	"Cherry"	484.6296296296296296	500.8000000000000000
"Helen"	"Ice"	613.3333333333333333	475.1111111111111111
"Wally"	"Ham"	567.0270270270270270	524.7272727272727273
"Mia"	"Fish"	435.8666666666666667	512.0769230769230769
"Chae"	"Jelly"	420.0740740740740741	653.6666666666666667
"Sam"	"Cherry"	552.3076923076923077	455.6666666666666667
"Emily"	"Ice"	439.5000000000000000	525.5000000000000000
"Sam"	"Ham"	580.0454545454545455	332.7000000000000000
"Claire"	"Eggs"	416.6923076923076923	604.9000000000000000
"Chae"	"Grapes"	479.2000000000000000	641.5000000000000000
"Helen"	"Cherry"	522.3076923076923077	543.6470588235294118
"Dan"	"Grapes"	586.4800000000000000	310.2500000000000000
"Wally"	"Cherry"	544.1851851851851852	530.6666666666666667
"Mia"	"Grapes"	405.6764705882352941	410.7777777777777778
"Boo"	"Ham"	470.3750000000000000	636.0000000000000000
"Sam"	"Apple"	465.1666666666666667	454.4285714285714286
"Helen"	"Ham"	377.6750000000000000	444.1250000000000000
"Claire"	"Apple"	459.4705882352941176	619.7142857142857143
"Emily"	"Eggs"	377.0000000000000000	340.8750000000000000
"Emily"	"Fish"	488.8529411764705882	411.5000000000000000
"Sam"	"Eggs"	595.7200000000000000	540.6666666666666667
"Boo"	"Apple"	464.5172413793103448	578.0000000000000000
"Chae"	"Butter"	483.3103448275862069	366.7777777777777778
"Sam"	"Fish"	530.6896551724137931	515.5000000000000000
"Claire"	"Ice"	479.8928571428571429	461.5000000000000000
"Helen"	"Fish"	572.9166666666666667	279.3333333333333333
"Mia"	"Ham"	589.6250000000000000	499.8333333333333333
"Chae"	"Apple"	522.6666666666666667	578.8000000000000000
"Claire"	"Grapes"	486.7307692307692308	468.5000000000000000
"Wally"	"Jelly"	484.0000000000000000	361.1111111111111111
"Wally"	"Ice"	459.3636363636363636	651.0000000000000000
"Boo"	"Butter"	515.6410256410256410	519.7777777777777778
"Mia"	"Apple"	436.6562500000000000	479.6250000000000000
"Boo"	"Fish"	475.2380952380952381	480.3333333333333333
"Emily"	"Cherry"	526.0000000000000000	512.3571428571428571
"Helen"	"Grapes"	509.2083333333333333	534.0625000000000000
"Helen"	"Apple"	557.9166666666666667	484.4444444444444444
"Helen"	"Jelly"	478.4062500000000000	416.8181818181818182
"Claire"	"Cherry"	599.0769230769230769	467.6666666666666667
